article_id,chunk_id
898,898_semantic_0001
899,899_semantic_0000
899,899_semantic_0001
899,899_semantic_0002
899,899_semantic_0003
900,900_semantic_0000
900,900_semantic_0001
900,900_semantic_0002
901,901_semantic_0000
901,901_semantic_0001
902,902_semantic_0000
902,902_semantic_0001
902,902_semantic_0002
902,902_semantic_0003
902,902_semantic_0004
903,903_semantic_0000
903,903_semantic_0001
903,903_semantic_0002
903,903_semantic_0003
904,904_semantic_0000
904,904_semantic_0001
904,904_semantic_0002
904,904_semantic_0003
905,905_semantic_0000
905,905_semantic_0001
905,905_semantic_0002
906,906_semantic_0000
906,906_semantic_0001
906,906_semantic_0002
906,906_semantic_0003
907,907_semantic_0000
907,907_semantic_0001
907,907_semantic_0002
908,908_semantic_0000
908,908_semantic_0001
908,908_semantic_0002
909,909_semantic_0000
909,909_semantic_0001
909,909_semantic_0002
910,910_semantic_0000
910,910_semantic_0001
910,910_semantic_0002
910,910_semantic_0003
911,911_semantic_0000
912,912_semantic_0000
912,912_semantic_0001
912,912_semantic_0002
912,912_semantic_0003
913,913_semantic_0000
913,913_semantic_0001
914,914_semantic_0000
914,914_semantic_0001
915,915_semantic_0000
915,915_semantic_0001
915,915_semantic_0002
916,916_semantic_0000
916,916_semantic_0001
916,916_semantic_0002
917,917_semantic_0000
917,917_semantic_0001
918,918_semantic_0000
918,918_semantic_0001
919,919_semantic_0000
919,919_semantic_0001
919,919_semantic_0002
919,919_semantic_0003
919,919_semantic_0004
919,919_semantic_0005
920,920_semantic_0000
920,920_semantic_0001
920,920_semantic_0002
921,921_semantic_0000
921,921_semantic_0001
922,922_semantic_0000
922,922_semantic_0001
923,923_semantic_0000
923,923_semantic_0001
923,923_semantic_0002
923,923_semantic_0003
924,924_semantic_0000
924,924_semantic_0001
924,924_semantic_0002
925,925_semantic_0000
925,925_semantic_0001
925,925_semantic_0002
926,926_semantic_0000
926,926_semantic_0001
927,927_semantic_0000
927,927_semantic_0001
928,928_semantic_0000
928,928_semantic_0001
928,928_semantic_0002
928,928_semantic_0003
929,929_semantic_0000
929,929_semantic_0001
929,929_semantic_0002
929,929_semantic_0003
930,930_semantic_0000
930,930_semantic_0001
930,930_semantic_0002
931,931_semantic_0000
931,931_semantic_0001
931,931_semantic_0002
932,932_semantic_0000
932,932_semantic_0001
932,932_semantic_0002
932,932_semantic_0003
932,932_semantic_0004
933,933_semantic_0000
933,933_semantic_0001
933,933_semantic_0002
933,933_semantic_0003
934,934_semantic_0000
934,934_semantic_0001
935,935_semantic_0000
935,935_semantic_0001
935,935_semantic_0002
935,935_semantic_0003
936,936_semantic_0000
936,936_semantic_0001
936,936_semantic_0002
937,937_semantic_0000
937,937_semantic_0001
937,937_semantic_0002
937,937_semantic_0003
938,938_semantic_0000
938,938_semantic_0001
938,938_semantic_0002
939,939_semantic_0000
939,939_semantic_0001
939,939_semantic_0002
939,939_semantic_0003
940,940_semantic_0000
940,940_semantic_0001
940,940_semantic_0002
940,940_semantic_0003
941,941_semantic_0000
941,941_semantic_0001
941,941_semantic_0002
942,942_semantic_0000
942,942_semantic_0001
942,942_semantic_0002
943,943_semantic_0000
943,943_semantic_0001
943,943_semantic_0002
944,944_semantic_0000
944,944_semantic_0001
944,944_semantic_0002
944,944_semantic_0003
945,945_semantic_0000
945,945_semantic_0001
945,945_semantic_0002
945,945_semantic_0003
946,946_semantic_0000
946,946_semantic_0001
946,946_semantic_0002
947,947_semantic_0000
947,947_semantic_0001
947,947_semantic_0002
947,947_semantic_0003
948,948_semantic_0000
948,948_semantic_0001
948,948_semantic_0002
949,949_semantic_0000
949,949_semantic_0001
949,949_semantic_0002
949,949_semantic_0003
950,950_semantic_0000
950,950_semantic_0001
950,950_semantic_0002
950,950_semantic_0003
950,950_semantic_0004
951,951_semantic_0000
951,951_semantic_0001
952,952_semantic_0000
952,952_semantic_0001
953,953_semantic_0000
953,953_semantic_0001
953,953_semantic_0002
954,954_semantic_0000
954,954_semantic_0001
954,954_semantic_0002
954,954_semantic_0003
954,954_semantic_0004
955,955_semantic_0000
955,955_semantic_0001
955,955_semantic_0002
955,955_semantic_0003
956,956_semantic_0000
956,956_semantic_0001
956,956_semantic_0002
956,956_semantic_0003
957,957_semantic_0000
957,957_semantic_0001
958,958_semantic_0000
958,958_semantic_0001
959,959_semantic_0000
959,959_semantic_0001
959,959_semantic_0002
959,959_semantic_0003
959,959_semantic_0004
960,960_semantic_0000
960,960_semantic_0001
961,961_semantic_0000
961,961_semantic_0001
961,961_semantic_0002
962,962_semantic_0000
962,962_semantic_0001
962,962_semantic_0002
962,962_semantic_0003
963,963_semantic_0000
963,963_semantic_0001
964,964_semantic_0000
964,964_semantic_0001
965,965_semantic_0000
965,965_semantic_0001
965,965_semantic_0002
966,966_semantic_0000
966,966_semantic_0001
966,966_semantic_0002
967,967_semantic_0000
967,967_semantic_0001
968,968_semantic_0000
968,968_semantic_0001
968,968_semantic_0002
968,968_semantic_0003
968,968_semantic_0004
969,969_semantic_0000
969,969_semantic_0001
969,969_semantic_0002
970,970_semantic_0000
970,970_semantic_0001
970,970_semantic_0002
970,970_semantic_0003
971,971_semantic_0000
971,971_semantic_0001
972,972_semantic_0000
972,972_semantic_0001
972,972_semantic_0002
972,972_semantic_0003
972,972_semantic_0004
973,973_semantic_0000
973,973_semantic_0001
974,974_semantic_0000
974,974_semantic_0001
975,975_semantic_0000
975,975_semantic_0001
975,975_semantic_0002
975,975_semantic_0003
976,976_semantic_0000
976,976_semantic_0001
976,976_semantic_0002
977,977_semantic_0000
977,977_semantic_0001
977,977_semantic_0002
977,977_semantic_0003
977,977_semantic_0004
978,978_semantic_0000
978,978_semantic_0001
978,978_semantic_0002
978,978_semantic_0003
978,978_semantic_0004
979,979_semantic_0000
979,979_semantic_0001
979,979_semantic_0002
980,980_semantic_0000
980,980_semantic_0001
980,980_semantic_0002
980,980_semantic_0003
981,981_semantic_0000
981,981_semantic_0001
981,981_semantic_0002
981,981_semantic_0003
981,981_semantic_0004
982,982_semantic_0000
982,982_semantic_0001
982,982_semantic_0002
982,982_semantic_0003
983,983_semantic_0000
983,983_semantic_0001
983,983_semantic_0002
984,984_semantic_0000
984,984_semantic_0001
985,985_semantic_0000
986,986_semantic_0000
986,986_semantic_0001
986,986_semantic_0002
986,986_semantic_0003
987,987_semantic_0000
987,987_semantic_0001
987,987_semantic_0002
988,988_semantic_0000
989,989_semantic_0000
989,989_semantic_0001
989,989_semantic_0002
990,990_semantic_0000
990,990_semantic_0001
990,990_semantic_0002
991,991_semantic_0000
991,991_semantic_0001
991,991_semantic_0002
991,991_semantic_0003
991,991_semantic_0004
992,992_semantic_0000
992,992_semantic_0001
992,992_semantic_0002
992,992_semantic_0003
993,993_semantic_0000
993,993_semantic_0001
993,993_semantic_0002
994,994_semantic_0000
994,994_semantic_0001
994,994_semantic_0002
995,995_semantic_0000
995,995_semantic_0001
995,995_semantic_0002
996,996_semantic_0000
996,996_semantic_0001
996,996_semantic_0002
996,996_semantic_0003
996,996_semantic_0004
997,997_semantic_0000
997,997_semantic_0001
998,998_semantic_0000
998,998_semantic_0001
999,999_semantic_0000
999,999_semantic_0001
999,999_semantic_0002
1000,1000_semantic_0000
1000,1000_semantic_0001
1001,1001_semantic_0000
1001,1001_semantic_0001
1001,1001_semantic_0002
1001,1001_semantic_0003
1002,1002_semantic_0000
1002,1002_semantic_0001
1002,1002_semantic_0002
1002,1002_semantic_0003
1003,1003_semantic_0000
1003,1003_semantic_0001
1004,1004_semantic_0000
1004,1004_semantic_0001
1004,1004_semantic_0002
1005,1005_semantic_0000
1005,1005_semantic_0001
1005,1005_semantic_0002
1005,1005_semantic_0003
1005,1005_semantic_0004
1006,1006_semantic_0000
1006,1006_semantic_0001
1006,1006_semantic_0002
1006,1006_semantic_0003
1007,1007_semantic_0000
1007,1007_semantic_0001
1007,1007_semantic_0002
1007,1007_semantic_0003
1008,1008_semantic_0000
1008,1008_semantic_0001
1008,1008_semantic_0002
1008,1008_semantic_0003
1008,1008_semantic_0004
1009,1009_semantic_0000
1009,1009_semantic_0001
1010,1010_semantic_0000
1010,1010_semantic_0001
1010,1010_semantic_0002
1010,1010_semantic_0003
1011,1011_semantic_0000
1012,1012_semantic_0000
1012,1012_semantic_0001
1012,1012_semantic_0002
1012,1012_semantic_0003
1013,1013_semantic_0000
1013,1013_semantic_0001
1013,1013_semantic_0002
1013,1013_semantic_0003
1013,1013_semantic_0004
1014,1014_semantic_0000
1014,1014_semantic_0001
1015,1015_semantic_0000
1016,1016_semantic_0000
1016,1016_semantic_0001
1016,1016_semantic_0002
1016,1016_semantic_0003
1017,1017_semantic_0000
1017,1017_semantic_0001
1018,1018_semantic_0000
1018,1018_semantic_0001
1018,1018_semantic_0002
1018,1018_semantic_0003
1018,1018_semantic_0004
1019,1019_semantic_0000
1019,1019_semantic_0001
1019,1019_semantic_0002
1020,1020_semantic_0000
1020,1020_semantic_0001
1021,1021_semantic_0000
1021,1021_semantic_0001
1022,1022_semantic_0000
1022,1022_semantic_0001
1023,1023_semantic_0000
1024,1024_semantic_0000
1024,1024_semantic_0001
1024,1024_semantic_0002
1025,1025_semantic_0000
1025,1025_semantic_0001
1025,1025_semantic_0002
1025,1025_semantic_0003
1026,1026_semantic_0000
1026,1026_semantic_0001
1026,1026_semantic_0002
1027,1027_semantic_0000
1027,1027_semantic_0001
1027,1027_semantic_0002
1028,1028_semantic_0000
1028,1028_semantic_0001
1028,1028_semantic_0002
1029,1029_semantic_0000
1029,1029_semantic_0001
1029,1029_semantic_0002
1029,1029_semantic_0003
1030,1030_semantic_0000
1030,1030_semantic_0001
1031,1031_semantic_0000
1031,1031_semantic_0001
1031,1031_semantic_0002
1031,1031_semantic_0003
1031,1031_semantic_0004
1032,1032_semantic_0000
1032,1032_semantic_0001
1032,1032_semantic_0002
1032,1032_semantic_0003
1032,1032_semantic_0004
1033,1033_semantic_0000
1033,1033_semantic_0001
1033,1033_semantic_0002
1033,1033_semantic_0003
1034,1034_semantic_0000
1034,1034_semantic_0001
1035,1035_semantic_0000
1035,1035_semantic_0001
1035,1035_semantic_0002
1036,1036_semantic_0000
1036,1036_semantic_0001
1036,1036_semantic_0002
1037,1037_semantic_0000
1037,1037_semantic_0001
1038,1038_semantic_0000
1038,1038_semantic_0001
1039,1039_semantic_0000
1039,1039_semantic_0001
1040,1040_semantic_0000
1040,1040_semantic_0001
1040,1040_semantic_0002
1040,1040_semantic_0003
1041,1041_semantic_0000
1041,1041_semantic_0001
1042,1042_semantic_0000
1042,1042_semantic_0001
1043,1043_semantic_0000
1043,1043_semantic_0001
1043,1043_semantic_0002
1043,1043_semantic_0003
1043,1043_semantic_0004
1044,1044_semantic_0000
1044,1044_semantic_0001
1044,1044_semantic_0002
1044,1044_semantic_0003
1045,1045_semantic_0000
1045,1045_semantic_0001
1045,1045_semantic_0002
1045,1045_semantic_0003
1046,1046_semantic_0000
1046,1046_semantic_0001
1047,1047_semantic_0000
1047,1047_semantic_0001
1047,1047_semantic_0002
1047,1047_semantic_0003
1048,1048_semantic_0000
1048,1048_semantic_0001
1049,1049_semantic_0000
1049,1049_semantic_0001
1049,1049_semantic_0002
1050,1050_semantic_0000
1050,1050_semantic_0001
1050,1050_semantic_0002
1050,1050_semantic_0003
1051,1051_semantic_0000
1051,1051_semantic_0001
1051,1051_semantic_0002
1051,1051_semantic_0003
1052,1052_semantic_0000
1052,1052_semantic_0001
1052,1052_semantic_0002
1053,1053_semantic_0000
1053,1053_semantic_0001
1053,1053_semantic_0002
1054,1054_semantic_0000
1054,1054_semantic_0001
1054,1054_semantic_0002
1055,1055_semantic_0000
1056,1056_semantic_0000
1056,1056_semantic_0001
1057,1057_semantic_0000
1057,1057_semantic_0001
1057,1057_semantic_0002
1057,1057_semantic_0003
1058,1058_semantic_0000
1058,1058_semantic_0001
1059,1059_semantic_0000
1059,1059_semantic_0001
1060,1060_semantic_0000
1060,1060_semantic_0001
1060,1060_semantic_0002
1061,1061_semantic_0000
1061,1061_semantic_0001
1061,1061_semantic_0002
1062,1062_semantic_0000
1062,1062_semantic_0001
1063,1063_semantic_0000
1063,1063_semantic_0001
1063,1063_semantic_0002
1063,1063_semantic_0003
1064,1064_semantic_0000
1064,1064_semantic_0001
1064,1064_semantic_0002
1065,1065_semantic_0000
1065,1065_semantic_0001
1065,1065_semantic_0002
1065,1065_semantic_0003
1066,1066_semantic_0000
1066,1066_semantic_0001
1066,1066_semantic_0002
1066,1066_semantic_0003
1067,1067_semantic_0000
1067,1067_semantic_0001
1068,1068_semantic_0000
1068,1068_semantic_0001
1069,1069_semantic_0000
1069,1069_semantic_0001
1069,1069_semantic_0002
1069,1069_semantic_0003
1069,1069_semantic_0004
1070,1070_semantic_0000
1070,1070_semantic_0001
1070,1070_semantic_0002
1070,1070_semantic_0003
1070,1070_semantic_0004
1071,1071_semantic_0000
1071,1071_semantic_0001
1072,1072_semantic_0000
1072,1072_semantic_0001
1072,1072_semantic_0002
1073,1073_semantic_0000
1073,1073_semantic_0001
1073,1073_semantic_0002
1073,1073_semantic_0003
1074,1074_semantic_0000
1074,1074_semantic_0001
1074,1074_semantic_0002
1074,1074_semantic_0003
1075,1075_semantic_0000
1075,1075_semantic_0001
1075,1075_semantic_0002
1075,1075_semantic_0003
1076,1076_semantic_0000
1076,1076_semantic_0001
1077,1077_semantic_0000
1077,1077_semantic_0001
1077,1077_semantic_0002
1077,1077_semantic_0003
1078,1078_semantic_0000
1078,1078_semantic_0001
1078,1078_semantic_0002
1079,1079_semantic_0000
1079,1079_semantic_0001
1079,1079_semantic_0002
1080,1080_semantic_0000
1080,1080_semantic_0001
1080,1080_semantic_0002
1081,1081_semantic_0000
1081,1081_semantic_0001
1081,1081_semantic_0002
1081,1081_semantic_0003
1082,1082_semantic_0000
1082,1082_semantic_0001
1083,1083_semantic_0000
1083,1083_semantic_0001
1084,1084_semantic_0000
1084,1084_semantic_0001
1085,1085_semantic_0000
1085,1085_semantic_0001
1086,1086_semantic_0000
1086,1086_semantic_0001
1086,1086_semantic_0002
1087,1087_semantic_0000
1087,1087_semantic_0001
1088,1088_semantic_0000
1088,1088_semantic_0001
1088,1088_semantic_0002
1088,1088_semantic_0003
1088,1088_semantic_0004
1089,1089_semantic_0000
1089,1089_semantic_0001
1089,1089_semantic_0002
1089,1089_semantic_0003
1090,1090_semantic_0000
1090,1090_semantic_0001
1090,1090_semantic_0002
1091,1091_semantic_0000
1091,1091_semantic_0001
1092,1092_semantic_0000
1092,1092_semantic_0001
1092,1092_semantic_0002
1093,1093_semantic_0000
1093,1093_semantic_0001
1094,1094_semantic_0000
1094,1094_semantic_0001
1095,1095_semantic_0000
1095,1095_semantic_0001
1095,1095_semantic_0002
1095,1095_semantic_0003
1096,1096_semantic_0000
1097,1097_semantic_0000
1097,1097_semantic_0001
1098,1098_semantic_0000
1098,1098_semantic_0001
1098,1098_semantic_0002
1099,1099_semantic_0000
1099,1099_semantic_0001
1099,1099_semantic_0002
1099,1099_semantic_0003
1100,1100_semantic_0000
1100,1100_semantic_0001
1100,1100_semantic_0002
1101,1101_semantic_0000
1101,1101_semantic_0001
1101,1101_semantic_0002
1101,1101_semantic_0003
1101,1101_semantic_0004
1102,1102_semantic_0000
1102,1102_semantic_0001
1102,1102_semantic_0002
1103,1103_semantic_0000
1103,1103_semantic_0001
1104,1104_semantic_0000
1104,1104_semantic_0001
1104,1104_semantic_0002
1104,1104_semantic_0003
1104,1104_semantic_0004
1105,1105_semantic_0000
1105,1105_semantic_0001
1105,1105_semantic_0002
1105,1105_semantic_0003
1106,1106_semantic_0000
1106,1106_semantic_0001
1106,1106_semantic_0002
1106,1106_semantic_0003
1107,1107_semantic_0000
1108,1108_semantic_0000
1108,1108_semantic_0001
1109,1109_semantic_0000
1109,1109_semantic_0001
1110,1110_semantic_0000
1110,1110_semantic_0001
1110,1110_semantic_0002
1110,1110_semantic_0003
1111,1111_semantic_0000
1111,1111_semantic_0001
1111,1111_semantic_0002
1112,1112_semantic_0000
1112,1112_semantic_0001
1112,1112_semantic_0002
1113,1113_semantic_0000
1113,1113_semantic_0001
1113,1113_semantic_0002
1113,1113_semantic_0003
1114,1114_semantic_0000
1114,1114_semantic_0001
1114,1114_semantic_0002
1115,1115_semantic_0000
1115,1115_semantic_0001
1115,1115_semantic_0002
1115,1115_semantic_0003
1116,1116_semantic_0000
1116,1116_semantic_0001
1117,1117_semantic_0000
1117,1117_semantic_0001
1117,1117_semantic_0002
1117,1117_semantic_0003
1118,1118_semantic_0000
1118,1118_semantic_0001
1118,1118_semantic_0002
1119,1119_semantic_0000
1119,1119_semantic_0001
1119,1119_semantic_0002
1120,1120_semantic_0000
1120,1120_semantic_0001
1120,1120_semantic_0002
1121,1121_semantic_0000
1121,1121_semantic_0001
1122,1122_semantic_0000
1122,1122_semantic_0001
1123,1123_semantic_0000
1123,1123_semantic_0001
1123,1123_semantic_0002
1124,1124_semantic_0000
1124,1124_semantic_0001
1124,1124_semantic_0002
1124,1124_semantic_0003
1125,1125_semantic_0000
1125,1125_semantic_0001
1125,1125_semantic_0002
1125,1125_semantic_0003
1126,1126_semantic_0000
1126,1126_semantic_0001
1126,1126_semantic_0002
1127,1127_semantic_0000
1127,1127_semantic_0001
1128,1128_semantic_0000
1128,1128_semantic_0001
1129,1129_semantic_0000
1130,1130_semantic_0000
1130,1130_semantic_0001
1130,1130_semantic_0002
1131,1131_semantic_0000
1131,1131_semantic_0001
1131,1131_semantic_0002
1132,1132_semantic_0000
1132,1132_semantic_0001
1132,1132_semantic_0002
1133,1133_semantic_0000
1133,1133_semantic_0001
1133,1133_semantic_0002
1133,1133_semantic_0003
1134,1134_semantic_0000
1134,1134_semantic_0001
1134,1134_semantic_0002
1135,1135_semantic_0000
1135,1135_semantic_0001
1136,1136_semantic_0000
1136,1136_semantic_0001
1136,1136_semantic_0002
1137,1137_semantic_0000
1137,1137_semantic_0001
1137,1137_semantic_0002
1138,1138_semantic_0000
1139,1139_semantic_0000
1139,1139_semantic_0001
1139,1139_semantic_0002
1139,1139_semantic_0003
1140,1140_semantic_0000
1140,1140_semantic_0001
1140,1140_semantic_0002
1141,1141_semantic_0000
1141,1141_semantic_0001
1141,1141_semantic_0002
1141,1141_semantic_0003
1141,1141_semantic_0004
1142,1142_semantic_0000
1142,1142_semantic_0001
1143,1143_semantic_0000
1143,1143_semantic_0001
1144,1144_semantic_0000
1144,1144_semantic_0001
1144,1144_semantic_0002
1144,1144_semantic_0003
1145,1145_semantic_0000
1145,1145_semantic_0001
1145,1145_semantic_0002
1146,1146_semantic_0000
1146,1146_semantic_0001
1147,1147_semantic_0000
1147,1147_semantic_0001
1147,1147_semantic_0002
1147,1147_semantic_0003
1148,1148_semantic_0000
1148,1148_semantic_0001
1148,1148_semantic_0002
1148,1148_semantic_0003
1148,1148_semantic_0004
1149,1149_semantic_0000
1149,1149_semantic_0001
1149,1149_semantic_0002
1149,1149_semantic_0003
1150,1150_semantic_0000
1150,1150_semantic_0001
1150,1150_semantic_0002
1150,1150_semantic_0003
1151,1151_semantic_0000
1151,1151_semantic_0001
1151,1151_semantic_0002
1151,1151_semantic_0003
1152,1152_semantic_0000
1152,1152_semantic_0001
1153,1153_semantic_0000
1153,1153_semantic_0001
1154,1154_semantic_0000
1154,1154_semantic_0001
1154,1154_semantic_0002
1155,1155_semantic_0000
1155,1155_semantic_0001
1155,1155_semantic_0002
1155,1155_semantic_0003
1156,1156_semantic_0000
1157,1157_semantic_0000
1157,1157_semantic_0001
1157,1157_semantic_0002
1157,1157_semantic_0003
1158,1158_semantic_0000
1158,1158_semantic_0001
1158,1158_semantic_0002
1158,1158_semantic_0003
1158,1158_semantic_0004
1159,1159_semantic_0000
1159,1159_semantic_0001
1160,1160_semantic_0000
1160,1160_semantic_0001
1161,1161_semantic_0000
1161,1161_semantic_0001
1161,1161_semantic_0002
1161,1161_semantic_0003
1162,1162_semantic_0000
1162,1162_semantic_0001
1162,1162_semantic_0002
1162,1162_semantic_0003
1163,1163_semantic_0000
1163,1163_semantic_0001
1163,1163_semantic_0002
1163,1163_semantic_0003
1164,1164_semantic_0000
1164,1164_semantic_0001
1165,1165_semantic_0000
1165,1165_semantic_0001
1165,1165_semantic_0002
1166,1166_semantic_0000
1166,1166_semantic_0001
1166,1166_semantic_0002
1166,1166_semantic_0003
1167,1167_semantic_0000
1167,1167_semantic_0001
1167,1167_semantic_0002
1167,1167_semantic_0003
1167,1167_semantic_0004
1168,1168_semantic_0000
1169,1169_semantic_0000
1169,1169_semantic_0001
1169,1169_semantic_0002
1170,1170_semantic_0000
1170,1170_semantic_0001
1170,1170_semantic_0002
1170,1170_semantic_0003
1171,1171_semantic_0000
1171,1171_semantic_0001
1171,1171_semantic_0002
1172,1172_semantic_0000
1172,1172_semantic_0001
1173,1173_semantic_0000
1173,1173_semantic_0001
1173,1173_semantic_0002
1174,1174_semantic_0000
1174,1174_semantic_0001
1175,1175_semantic_0000
1175,1175_semantic_0001
1175,1175_semantic_0002
1175,1175_semantic_0003
1176,1176_semantic_0000
1176,1176_semantic_0001
1176,1176_semantic_0002
1177,1177_semantic_0000
1177,1177_semantic_0001
1177,1177_semantic_0002
1177,1177_semantic_0003
1177,1177_semantic_0004
1178,1178_semantic_0000
1178,1178_semantic_0001
1178,1178_semantic_0002
1178,1178_semantic_0003
1178,1178_semantic_0004
1179,1179_semantic_0000
1179,1179_semantic_0001
1180,1180_semantic_0000
1180,1180_semantic_0001
1180,1180_semantic_0002
1180,1180_semantic_0003
1180,1180_semantic_0004
1180,1180_semantic_0005
1181,1181_semantic_0000
1181,1181_semantic_0001
1181,1181_semantic_0002
1182,1182_semantic_0000
1182,1182_semantic_0001
1183,1183_semantic_0000
1184,1184_semantic_0000
1184,1184_semantic_0001
1184,1184_semantic_0002
1184,1184_semantic_0003
1185,1185_semantic_0000
1185,1185_semantic_0001
1185,1185_semantic_0002
1185,1185_semantic_0003
1186,1186_semantic_0000
1186,1186_semantic_0001
1186,1186_semantic_0002
1187,1187_semantic_0000
1187,1187_semantic_0001
1188,1188_semantic_0000
1188,1188_semantic_0001
1188,1188_semantic_0002
1189,1189_semantic_0000
1189,1189_semantic_0001
1189,1189_semantic_0002
1189,1189_semantic_0003
1190,1190_semantic_0000
1191,1191_semantic_0000
1191,1191_semantic_0001
1192,1192_semantic_0000
1192,1192_semantic_0001
1192,1192_semantic_0002
1193,1193_semantic_0000
1193,1193_semantic_0001
1194,1194_semantic_0000
1194,1194_semantic_0001
1195,1195_semantic_0000
1195,1195_semantic_0001
1195,1195_semantic_0002
1196,1196_semantic_0000
1196,1196_semantic_0001
1196,1196_semantic_0002
1196,1196_semantic_0003
1197,1197_semantic_0000
1197,1197_semantic_0001
1197,1197_semantic_0002
1198,1198_semantic_0000
1198,1198_semantic_0001
1199,1199_semantic_0000
1199,1199_semantic_0001
1199,1199_semantic_0002
1199,1199_semantic_0003
1200,1200_semantic_0000
1200,1200_semantic_0001
1200,1200_semantic_0002
1201,1201_semantic_0000
1201,1201_semantic_0001
1201,1201_semantic_0002
1201,1201_semantic_0003
1201,1201_semantic_0004
1202,1202_semantic_0000
1202,1202_semantic_0001
1203,1203_semantic_0000
1204,1204_semantic_0000
1204,1204_semantic_0001
1205,1205_semantic_0000
1205,1205_semantic_0001
1205,1205_semantic_0002
1205,1205_semantic_0003
1205,1205_semantic_0004
1206,1206_semantic_0000
1206,1206_semantic_0001
1206,1206_semantic_0002
1207,1207_semantic_0000
1207,1207_semantic_0001
1208,1208_semantic_0000
1208,1208_semantic_0001
1208,1208_semantic_0002
1208,1208_semantic_0003
1209,1209_semantic_0000
1209,1209_semantic_0001
1209,1209_semantic_0002
1210,1210_semantic_0000
1210,1210_semantic_0001
1210,1210_semantic_0002
1211,1211_semantic_0000
1211,1211_semantic_0001
1211,1211_semantic_0002
1212,1212_semantic_0000
1213,1213_semantic_0000
1213,1213_semantic_0001
1214,1214_semantic_0000
1214,1214_semantic_0001
1215,1215_semantic_0000
1215,1215_semantic_0001
1215,1215_semantic_0002
1215,1215_semantic_0003
1215,1215_semantic_0004
1216,1216_semantic_0000
1216,1216_semantic_0001
1217,1217_semantic_0000
1217,1217_semantic_0001
1218,1218_semantic_0000
1218,1218_semantic_0001
1218,1218_semantic_0002
1219,1219_semantic_0000
1219,1219_semantic_0001
1219,1219_semantic_0002
1220,1220_semantic_0000
1220,1220_semantic_0001
1220,1220_semantic_0002
1221,1221_semantic_0000
1221,1221_semantic_0001
1222,1222_semantic_0000
1223,1223_semantic_0000
1223,1223_semantic_0001
1223,1223_semantic_0002
1224,1224_semantic_0000
1224,1224_semantic_0001
1224,1224_semantic_0002
1225,1225_semantic_0000
1225,1225_semantic_0001
1226,1226_semantic_0000
1226,1226_semantic_0001
1226,1226_semantic_0002
1226,1226_semantic_0003
1226,1226_semantic_0004
1227,1227_semantic_0000
1227,1227_semantic_0001
1227,1227_semantic_0002
1228,1228_semantic_0000
1228,1228_semantic_0001
1228,1228_semantic_0002
1229,1229_semantic_0000
1230,1230_semantic_0000
1230,1230_semantic_0001
1230,1230_semantic_0002
1230,1230_semantic_0003
1230,1230_semantic_0004
1231,1231_semantic_0000
1231,1231_semantic_0001
1232,1232_semantic_0000
1232,1232_semantic_0001
1232,1232_semantic_0002
1233,1233_semantic_0000
1233,1233_semantic_0001
1233,1233_semantic_0002
1233,1233_semantic_0003
1234,1234_semantic_0000
1234,1234_semantic_0001
1234,1234_semantic_0002
1234,1234_semantic_0003
1235,1235_semantic_0000
1236,1236_semantic_0000
1236,1236_semantic_0001
1236,1236_semantic_0002
1237,1237_semantic_0000
1237,1237_semantic_0001
1238,1238_semantic_0000
1238,1238_semantic_0001
1238,1238_semantic_0002
1238,1238_semantic_0003
1239,1239_semantic_0000
1239,1239_semantic_0001
1239,1239_semantic_0002
1239,1239_semantic_0003
1240,1240_semantic_0000
1240,1240_semantic_0001
1240,1240_semantic_0002
1241,1241_semantic_0000
1242,1242_semantic_0000
1242,1242_semantic_0001
1243,1243_semantic_0000
1243,1243_semantic_0001
1244,1244_semantic_0000
1244,1244_semantic_0001
1244,1244_semantic_0002
1244,1244_semantic_0003
1245,1245_semantic_0000
1245,1245_semantic_0001
1246,1246_semantic_0000
1246,1246_semantic_0001
1246,1246_semantic_0002
1246,1246_semantic_0003
1247,1247_semantic_0000
1247,1247_semantic_0001
1248,1248_semantic_0000
1249,1249_semantic_0000
1250,1250_semantic_0000
1250,1250_semantic_0001
1251,1251_semantic_0000
1251,1251_semantic_0001
1251,1251_semantic_0002
1252,1252_semantic_0000
1252,1252_semantic_0001
1252,1252_semantic_0002
1253,1253_semantic_0000
1253,1253_semantic_0001
1254,1254_semantic_0000
1254,1254_semantic_0001
1254,1254_semantic_0002
1254,1254_semantic_0003
1254,1254_semantic_0004
1255,1255_semantic_0000
1255,1255_semantic_0001
1255,1255_semantic_0002
1255,1255_semantic_0003
1256,1256_semantic_0000
1256,1256_semantic_0001
1257,1257_semantic_0000
1257,1257_semantic_0001
1257,1257_semantic_0002
1258,1258_semantic_0000
1258,1258_semantic_0001
1258,1258_semantic_0002
1259,1259_semantic_0000
1259,1259_semantic_0001
1259,1259_semantic_0002
1260,1260_semantic_0000
1260,1260_semantic_0001
1260,1260_semantic_0002
1261,1261_semantic_0000
1261,1261_semantic_0001
1261,1261_semantic_0002
1262,1262_semantic_0000
1262,1262_semantic_0001
1262,1262_semantic_0002
1262,1262_semantic_0003
1263,1263_semantic_0000
1263,1263_semantic_0001
1263,1263_semantic_0002
1263,1263_semantic_0003
1263,1263_semantic_0004
1264,1264_semantic_0000
1264,1264_semantic_0001
1264,1264_semantic_0002
1265,1265_semantic_0000
1265,1265_semantic_0001
1265,1265_semantic_0002
